name,height,p_profession
Melina Mercouri,169,"actress,soundtrack,writer"
Freddie Mercury,175,"music_artist,soundtrack,music_department"
Abigail Breslin,155,"actress,director,soundtrack"
Bernard Bresslaw,198,"actor,soundtrack"
Jeremy Brett,185,"actor,soundtrack"
Laurie Brett,174,"actress,soundtrack"
Sally Bretton,163,"actress,soundtrack"
Jim Breuer,178,"actor,producer,writer"
Ashleigh Brewer,173,actress
Madeline Brewer,157,"actress,soundtrack,producer"
Anna Brewster,168,actress
Jordana Brewster,169,actress
Paget Brewster,170,"actress,soundtrack,producer"
Liz May Brice,160,actress
Frankie Bridge,163,actress
Phoebe Bridgers,165,"music_artist,soundtrack,actress"
Sean Bridgers,178,"actor,director,writer"
Angelica Bridges,173,"actress,producer"
Beau Bridges,179,"actor,director,producer"
Chloe Bridges,164,actress
Emily Cox,173,actress
Grace Victoria Cox,171,"actress,soundtrack"
Heather Cox,177,soundtrack
Heather Cox,177,actress
Lara Cox,170,actress
Laverne Cox,180,"actress,producer,writer"
Mekia Cox,164,"actress,miscellaneous,producer"
Nikki Cox,168,"actress,producer,writer"
Peter Cox,185,"soundtrack,actor,composer"
Ronny Cox,188,"actor,soundtrack,writer"
Sara Cox,174,"actress,soundtrack"
Tony Cox,107,"actor,stunts,producer"
Josh Coxx,188,"actor,miscellaneous,director"
Brendan Coyle,185,"actor,producer"
Nadine Coyle,165,"soundtrack,actress,writer"
Richard Coyle,180,"actor,soundtrack"
Peter Coyote,191,"actor,producer,miscellaneous"
Martha Hyer,155,"actress,soundtrack,writer"
Kelly Hyland,175,actress
Sarah Hyland,165,"actress,producer,soundtrack"
Javine Hylton,177,"actress,soundtrack"
Sharon Small,163,actress
Joan Smalls,179,"actress,producer"
Tucker Smallwood,177,actor
Amy Smart,165,"actress,soundtrack"
Jean Smart,177,"actress,soundtrack,producer"
Michael Smiley,177,"actor,director,writer"
Tava Smiley,168,"actress,producer,writer"
Carol Smillie,165,actress
Karina Smirnoff,163,"actress,miscellaneous"
Alexis Smith,175,"actress,soundtrack"
Alexis Smith,175,"actress,casting_department"
Algee Smith,165,"actor,soundtrack"
Anna Nicole Smith,175,"actress,miscellaneous,producer"
Antonique Smith,161,"actress,soundtrack,producer"
Bubba Smith,201,"actor,producer,soundtrack"
Vanessa Rubio,175,"actress,writer,director"
Alan Ruck,180,"actor,soundtrack"
Darius Rucker,177,"music_artist,soundtrack,actor"
Emily Rudd,164,actress
Paul Rudd,175,"actor,producer,writer"
Paul Rudd,175,actor
Neil Ruddock,188,actor
Rick Rude,191,actor
Maya Rudolph,168,"actress,soundtrack,producer"
Sara Rue,169,"actress,producer,soundtrack"
Mercedes Ruehl,178,"actress,soundtrack"
Nate Ruess,173,"music_artist,soundtrack,actor"
Mark Ruffalo,171,"actor,producer,soundtrack"
Amy Ruffle,163,"actress,soundtrack"
Clara Rugaard,170,"actress,soundtrack,producer"
Teresa Ruiz,160,"actress,producer,soundtrack"
Ja Rule,169,"music_artist,actor,soundtrack"
Olesya Rulin,154,"actress,soundtrack"
Ella Rumpf,166,actress
Burgess Meredith,166,"actor,soundtrack,writer"
Lee Meredith,173,actress
Lee Meriwether,173,actress
Gemma Merna,165,actress
Vanessa Merrell,157,"actress,producer"
Jason Merrells,180,"actor,director,writer"
Simon Merrells,183,actor
Gary Merrill,173,"actor,soundtrack"
Ryan Merriman,182,"actor,producer"
Shawne Merriman,192,"actor,writer,producer"
Tisha Merry,160,actress
Aston Merrygold,165,"actor,soundtrack,composer"
Per Mertesacker,199,actor
Paul Merton,188,"actor,miscellaneous,writer"
Paul Mescal,179,"actor,soundtrack"
Roxane Mesquida,159,"actress,producer"
Melinda Messenger,157,"actress,soundtrack"
Lionel Messi,169,actor
Jeff Bridges,187,"actor,soundtrack,producer"
Kevin Bridges,180,"writer,actor,director"
Leon Bridges,179,"music_artist,soundtrack,actor"
Lloyd Bridges,182,"actor,soundtrack,director"
Alison Brie,160,"actress,producer,soundtrack"
Aparna Brielle,165,"actress,producer"
Roger Brierley,196,"actor,soundtrack,producer"
Richard Briers,178,"actor,soundtrack"
Bishop Briggs,170,"soundtrack,actress,composer"
Johnny Briggs,168,actor
Cameron Bright,175,actor
Kellie Bright,155,"actress,soundtrack"
Rachel Bright,165,"actress,soundtrack"
Sarah Brightman,166,"soundtrack,actress,music_department"
Marcus Brigstocke,188,"actor,writer,miscellaneous"
Nick Brimble,193,actor
Christie Brinkley,175,"actress,soundtrack"
Violet Brinson,159,"actress,soundtrack"
Isa Briones,165,"actress,soundtrack"
Bryan Craig,180,actor
Carly Craig,170,"actress,writer,producer"
Daniel Craig,178,"actor,producer,soundtrack"
Yvonne Craig,160,"actress,soundtrack,producer"
Jeanne Crain,164,"actress,soundtrack"
Barbara Crampton,163,"actress,producer,executive"
Kenneth Cranham,170,"actor,soundtrack"
Bryan Cranston,179,"actor,producer,writer"
Auli'i Cravalho,159,"actress,soundtrack,producer"
Nick Cravat,159,"actor,stunts"
Wes Craven,185,"writer,producer,director"
Broderick Crawford,183,"actor,producer,soundtrack"
Chace Crawford,179,"actor,producer,soundtrack"
Cindy Crawford,175,"actress,producer,soundtrack"
Cindy Crawford,175,"actress,director,writer"
Clayne Crawford,179,"actor,producer,director"
Daz Crawford,195,"actor,producer,miscellaneous"
Joan Crawford,163,"actress,soundtrack,writer"
Kamie Crawford,175,actress
Michael Crawford,178,"actor,soundtrack,writer"
Michael Crawford,178,"producer,production_manager,miscellaneous"
Michael Crawford,178,"actor,writer"
Sarah-Jane Crawford,169,actress
C. Aubrey Smith,189,"actor,soundtrack"
Charles Martin Smith,163,"actor,director,writer"
Colson Smith,183,"actor,miscellaneous"
Cory Michael Smith,183,"actor,producer,soundtrack"
Curt Smith,173,"soundtrack,actor,producer"
Dan Smith,185,"miscellaneous,producer,editorial_department"
Dan Smith,185,"soundtrack,actor,composer"
Gregory Smith,178,"actor,director,producer"
Harley Quinn Smith,169,"actress,soundtrack"
Hillary B. Smith,170,"actress,producer,director"
Jaclyn Smith,168,"actress,producer,soundtrack"
Jada Pinkett Smith,151,"producer,actress,writer"
Jaden Smith,170,"actor,soundtrack,composer"
Jamil Walker Smith,175,"actor,music_department,producer"
Jessica Grace Smith,169,"actress,director,producer"
Jorja Smith,160,"music_artist,soundtrack,actress"
Justice Smith,178,"actor,soundtrack"
Kavan Smith,173,"actor,producer,writer"
Kellita Smith,165,"actress,soundtrack"
Kerr Smith,182,"actor,director"
Kevin Smith,173,"producer,actor,writer"
Kevin Smith,173,"actor,soundtrack"
Kevin Smith,173,actor
Sophie Rundle,165,"actress,producer"
Nikki Runeckles,155,actress
Terri Runnels,151,"actress,make_up_department,soundtrack"
Debra Jo Rupp,157,"actress,producer,soundtrack"
Kate Rusby,154,"soundtrack,composer,actress"
Barbara Rush,168,actress
Debbie Rush,157,"actress,soundtrack"
Geoffrey Rush,182,"actor,soundtrack,producer"
Odeya Rush,161,"actress,director,writer"
Salman Rushdie,170,"actor,writer,producer"
Verity Rushworth,169,"actress,soundtrack"
Robert Rusler,182,"actor,producer,director"
Tim Russ,182,"actor,director,writer"
William Russ,183,"actor,miscellaneous,director"
Alex Russell,180,"art_department,actor"
Alex Russell,180,"actor,producer,director"
Betsy Russell,164,"actress,producer"
Bill Russell,207,actor
Bill Russell,207,actor
Catherine Russell,168,actress
Catherine Russell,168,"miscellaneous,camera_department,location_management"
Christopher Russell,189,actor
Clive Russell,197,"actor,soundtrack"
Danielle Rose Russell,159,actress
Chris Messina,170,"actor,producer,director"
Debra Messing,170,"actress,soundtrack,producer"
Johnny Messner,182,"actor,producer"
Charles Mesure,188,"actor,writer"
Laurie Metcalf,165,"actress,soundtrack,miscellaneous"
Mark Metcalf,185,"actor,producer"
Jennifer Metcalfe,163,actress
Jesse Metcalfe,176,"actor,soundtrack,producer"
Joana Metrass,163,actress
Chrissy Metz,163,"actress,soundtrack,producer"
David Meunier,184,"actor,location_management"
Jason Mewes,180,"actor,producer,soundtrack"
Breckin Meyer,165,"actor,writer,producer"
Dina Meyer,170,"actress,producer"
Lena Meyer-Landrut,168,"actress,soundtrack,composer"
Ari Meyers,157,"actress,writer"
Seth Meyers,180,"writer,actor,producer"
Pia Mia,163,"actress,producer,composer"
George Michael,180,actor
George Michael,180,"music_artist,soundtrack,actor"
Bret Michaels,175,"soundtrack,actor,producer"
Jillian Michaels,157,"producer,director,actress"
Shawn Michaels,181,"actor,soundtrack,producer"
Shawn Michaels,181,actor
Tammy Lynn Michaels,161,actress
Holly Brisley,161,"actress,producer,executive"
B.J. Britt,180,actor
Morgan Brittany,163,"actress,stunts,soundtrack"
Tom Brittney,188,"actor,producer,director"
Cameron Britton,195,"sound_department,composer"
Cameron Britton,195,actor
Connie Britton,170,"actress,producer,soundtrack"
Fern Britton,166,"actress,writer"
Jim Broadbent,188,"actor,writer,soundtrack"
Lizzie Brocheré,161,"actress,director,writer"
Evelyne Brochu,170,"actress,producer,soundtrack"
Daniel Brocklebank,174,actor
Roy Brocksmith,173,"actor,soundtrack"
Beth Broderick,173,"actress,soundtrack,director"
Matthew Broderick,171,"actor,soundtrack,director"
Adam Brody,179,"actor,producer,soundtrack"
Adrien Brody,183,"actor,producer,soundtrack"
Eden Brolin,164,"actress,soundtrack"
Steven Cree,176,"actor,writer,producer"
Esme Creed-Miles,166,"actress,director,writer"
Richard Crenna,185,"actor,director,soundtrack"
Rebecca Creskoff,177,actress
Chanel Cresswell,164,actress
Terry Crews,188,"actor,soundtrack,producer"
Wendy Crewson,170,"actress,producer"
Bernard Cribbins,174,"actor,soundtrack,director"
Lenora Crichlow,167,"actress,soundtrack"
Michael Crichton,206,"writer,producer,director"
Missy Crider,168,"actress,writer,producer"
Chelsey Crisp,160,"actress,soundtrack,writer"
Donald Crisp,177,"actor,director,writer"
Darren Criss,171,"actor,soundtrack,composer"
Teagan Croft,160,"actress,producer"
Karla Crome,161,"actress,writer,director"
Ben Crompton,168,"actor,director,producer"
Kurtwood Smith,185,"actor,producer,soundtrack"
Lauren Lee Smith,175,"actress,producer"
Lyndon Smith,161,actor
Madeline Smith,166,actress
Maggie Smith,165,"actress,soundtrack"
Maisie Smith,155,"actress,soundtrack"
Mark Smith,174,actor
Mark Smith,174,actor
Mark Smith,174,actor
Mark Smith,174,"producer,director,cinematographer"
Matt Smith,182,"actor,miscellaneous"
Matt Smith,182,"actor,soundtrack,director"
Matt Smith,182,actor
Matt Smith,182,"art_department,production_manager"
Mel Smith,177,"actor,writer,soundtrack"
Mel Smith,177,"actor,location_management"
Mike Smith,175,"actor,camera_department"
Mike Smith,175,"soundtrack,actor,composer"
Mike Smith,175,"actor,producer,writer"
Mike Smith,175,actor
Mike Smith,175,producer
Mike Smith,175,actor
Mike Smith,175,music_department
Miriama Smith,170,actress
Penny Smith,166,"actress,producer"
Rachele Brooke Smith,168,"actress,producer"
Rex Smith,183,"actor,soundtrack,writer"
Riley Smith,179,"actor,soundtrack,writer"
Robert Smith,178,writer
Robert Smith,178,"soundtrack,actor,composer"
Robert Smith,178,"actor,assistant_director"
Robert Smith,178,"producer,cinematographer,miscellaneous"
Robert Smith,178,actor
Robert Smith,178,actor
Robert Smith,178,actor
Roger Guenveur Smith,183,"actor,writer,producer"
Sam Smith,187,"miscellaneous,producer,assistant_director"
Sam Smith,187,"music_artist,soundtrack,actor"
Sam Smith,187,actor
Jane Russell,170,"actress,soundtrack,producer"
John Russell,191,actor
John Russell,191,"writer,script_department"
John Russell,191,actor
John Russell,191,"composer,editor,soundtrack"
Keri Russell,163,"actress,producer,soundtrack"
Kurt Russell,176,"actor,producer,soundtrack"
Rosalind Russell,170,"actress,soundtrack,writer"
Taylor Russell,162,"actress,director,writer"
Theresa Russell,166,"actress,soundtrack,miscellaneous"
William Russell,184,actor
William Russell,184,"actor,director,producer"
William Russell,184,writer
Wyatt Russell,185,"actor,producer,soundtrack"
Andrea Russett,157,"actress,producer"
Rene Russo,173,"actress,producer"
Paul Rust,171,"actor,writer,producer"
Amy Rutberg,166,"actress,writer,producer"
Ann Rutherford,161,"actress,soundtrack"
Camilla Rutherford,168,actress
Ingrid Michaelson,165,"soundtrack,composer,actress"
AJ Michalka,167,"actress,soundtrack,producer"
Lea Michele,157,"actress,soundtrack,writer"
Michael Michele,174,"actress,producer"
Candice Michelle,163,actress
K. Michelle,155,"actress,composer,soundtrack"
Vicki Michelle,165,"actress,soundtrack,producer"
John Michie,180,actor
Phil Mickelson,188,actor
Kate Micucci,157,"actress,soundtrack,writer"
Thomas Middleditch,180,"actor,music_department,writer"
Clark Middleton,161,"actor,writer,producer"
Tuppence Middleton,170,"actress,writer"
James Brolin,191,"actor,producer,director"
Josh Brolin,177,"actor,producer,director"
Dionne Bromfield,160,"soundtrack,actress"
Charles Bronson,175,actor
Charles Bronson,175,actor
Kelly Brook,168,"actress,producer"
Tom Brooke,185,actor
Charlie Brooker,180,"writer,producer,miscellaneous"
Albert Brooks,179,"actor,soundtrack,writer"
Andrea Brooks,163,actress
Avery Brooks,185,"actor,director,music_department"
Avery Brooks,185,actress
Charlie Brooks,163,"actress,soundtrack"
Danielle Brooks,163,"actress,soundtrack,producer"
Deanna Brooks,163,actress
Garth Brooks,183,"music_artist,soundtrack,actor"
Golden Brooks,165,"actress,writer,producer"
James Cromwell,199,"actor,producer,soundtrack"
David Cronenberg,175,"actor,director,writer"
Kevin Cronin,178,"soundtrack,actor,composer"
Mackenzie Crook,175,"actor,writer,director"
Bing Crosby,171,"music_artist,soundtrack,actor"
Cathy Lee Crosby,171,"actress,producer,executive"
Charlotte Crosby,166,"miscellaneous,actress"
Mary Crosby,165,"actress,soundtrack"
Ben Cross,179,"actor,producer"
David Cross,173,actor
David Cross,173,"actor,writer,producer"
David Cross,173,soundtrack
Marcia Cross,173,actress
Kimberley Crossman,157,"actress,producer,writer"
Peter Crouch,202,actor
Lindsay Crouse,166,"actress,soundtrack,miscellaneous"
Ashley Crow,168,actress
Rachel Crow,154,"actress,soundtrack"
Sheryl Crow,159,"music_artist,soundtrack,actress"
Samantha Smith,171,actress
Samantha Smith,171,actress
Samantha Smith,171,actress
Samantha Smith,171,producer
Shawnee Smith,160,"actress,soundtrack,producer"
Shepard Smith,180,"writer,producer,actor"
Sheridan Smith,156,"actress,soundtrack,producer"
Will Smith,187,"producer,actor,soundtrack"
Will Smith,187,"writer,producer,actor"
Will Smith,187,actor
William Smith,187,"actor,stunts,miscellaneous"
William Smith,187,actor
Willow Smith,165,"music_artist,soundtrack,actress"
Yeardley Smith,160,"actress,soundtrack,producer"
Jan Smithers,170,"actress,soundtrack"
Bill Smitrovich,182,"actor,director,producer"
Jimmy Smits,191,"actor,producer,soundtrack"
Jurnee Smollett,168,"actress,soundtrack,producer"
Jussie Smollett,180,"actor,soundtrack,producer"
Cobie Smulders,170,"actress,producer,soundtrack"
Victoria Smurfit,171,"actress,producer,writer"
Kasia Smutniak,170,"actress,producer"
Sarah Smyth,166,actress
Fallon Smythe,169,actress
Stephen Snedden,189,"actor,producer,writer"
Dee Snider,185,"soundtrack,actor,composer"
Kelly Rutherford,173,"actress,soundtrack,producer"
Marcus Rutherford,196,actor
Margaret Rutherford,165,"actress,soundtrack"
Mike Rutherford,191,"soundtrack,actor,music_department"
Amy Ryan,161,"actress,soundtrack,producer"
Christopher Ryan,155,"actor,music_department,soundtrack"
Daniel Ryan,182,actor
Debby Ryan,165,"actress,soundtrack,music_department"
Jay Ryan,182,"actor,producer"
Jenny Ryan,169,"miscellaneous,actress"
Jeri Ryan,169,"actress,soundtrack"
Katherine Ryan,165,"actress,writer,producer"
Mark Ryan,175,"actor,miscellaneous,producer"
Matt Ryan,178,"actor,producer,editor"
Matt Ryan,178,actor
Matt Ryan,178,actor
Meg Ryan,170,"actress,producer,director"
Michelle Ryan,170,"actress,soundtrack"
Naomi Ryan,174,actress
Paul Ryan,185,actor
Paul Ryan,185,soundtrack
Paul Ryan,185,producer
Paul Ryan,185,"producer,writer,actor"
Rebecca Ryan,155,actress
Robert Ryan,192,"actor,soundtrack"
Robert Ryan,192,actor
Scott Ryan,177,"producer,director,actor"
Dale Midkiff,187,"actor,producer,soundtrack"
Bette Midler,155,"soundtrack,actress,producer"
Amber Midthunder,166,"actress,director,producer"
Dash Mihok,191,"actor,soundtrack,director"
Mika,191,"soundtrack,actor,composer"
Mika,191,actress
Mika,191,actress
Lars Mikkelsen,192,"actor,soundtrack"
Mads Mikkelsen,182,"actor,miscellaneous,writer"
Izabella Miko,163,"actress,soundtrack,producer"
Alyssa Milano,156,"actress,producer,soundtrack"
Marta Milans,174,"actress,soundtrack"
Ben Miles,180,actor
Nick Miles,184,"actor,producer"
Ruthie Ann Miles,164,"actress,soundtrack"
Sarah Miles,165,"actress,soundtrack"
Vera Miles,161,"actress,soundtrack"
Christina Milian,157,"actress,music_department,soundtrack"
Ivana Milicevic,175,actress
Cristin Milioti,157,"actress,producer,soundtrack"
Meek Mill,188,"music_artist,actor,composer"
Ray Milland,186,"actor,director,soundtrack"
Diana Millay,163,actress
Eric Millegan,180,"actor,soundtrack"
Hazel Brooks,170,"actress,soundtrack"
Jessica Brooks,170,actress
Louise Brooks,157,"actress,soundtrack"
Louise Brooks,157,producer
Mehcad Brooks,189,"actor,producer,assistant_director"
Mel Brooks,165,"actor,writer,soundtrack"
Milanka Brooks,178,"actress,assistant_director"
Richard Brooks,189,"writer,director,producer"
Richard Brooks,189,sound_department
Richard Brooks,189,"actor,director,producer"
Richard Brooks,189,"stunts,actor"
Richard Brooks,189,"producer,soundtrack,music_department"
Tessa Brooks,164,"actress,director,soundtrack"
Rachel Brosnahan,160,"actress,producer,soundtrack"
Dylan Brosnan,196,"composer,actor,cinematographer"
Pierce Brosnan,186,"actor,producer,soundtrack"
Ian Broudie,168,"soundtrack,actor,composer"
Ben Browder,183,"actor,writer,director"
Adam Brown,170,"actor,soundtrack"
Alton Brown,177,"actor,writer,director"
Antonio Brown,178,"actor,composer,soundtrack"
Billy Brown,187,actor
Blair Brown,159,"actress,soundtrack,director"
Bobby Brown,178,"soundtrack,actor,producer"
Bobby Brown,178,"stunts,actor,transportation_department"
