name,gender,height,category,subcat1,subcat2,extras
verna bloom,,160.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
verne troyer,m,81.0,Celebrity,Actor,movie,"{'net_worth': 150000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1969-01-01', 'age': 49.0, 'is_alive': 0.0, 'death': '2018-04-21', 'birthDate': None, 'deathDate': None}"
vernon kay,,193.0,Celebrity,show,game,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vernon wells,m,180.0,Celebrity,Baseball,,"{'net_worth': 75000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1978-12-08', 'age': 44.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
veronica carlson,,168.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1944-09-18', 'deathDate': '2022-02-27'}"
veronica cartwright,,163.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1949-04-20', 'deathDate': None}"
veronica dunne,,169.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1995-03-02', 'deathDate': None}"
veronica ferres,,178.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1965-06-10', 'deathDate': None}"
veronica hamel,f,173.0,Celebrity,Actress,movie,"{'net_worth': 4000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1943-11-20', 'age': 79.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
veronica lake,,150.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
veronica ngo,,168.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1979-02-26', 'deathDate': None}"
veronica webb,f,179.0,Celebrity,model,,"{'net_worth': 8000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1965-02-25', 'age': 58.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
veruschka von lehndorff,,183.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1939-05-14', 'deathDate': None}"
vic morrow,,175.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1929-02-14', 'deathDate': '1982-07-23'}"
vic reeves,m,180.0,Celebrity,comedian,,"{'net_worth': 8000000.0, 'gender': 'm', 'nationality': 'gb', 'birthday': '1959-01-24', 'age': 64.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vic tayback,,183.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1930-01-06', 'deathDate': '1990-05-25'}"
vicki butler-henderson,,166.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1972-02-16', 'deathDate': None}"
vicki lawrence,f,167.0,Celebrity,Actress,tv,"{'net_worth': 8000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1949-03-26', 'age': 74.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vicki lewis,f,156.0,Celebrity,Actress,tv,"{'net_worth': 1500000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1960-03-17', 'age': 63.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vicki michelle,f,165.0,Celebrity,Actress,tv,"{'net_worth': 3000000.0, 'gender': 'f', 'nationality': 'gb', 'birthday': '1950-12-14', 'age': 72.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vicky binns,,152.0,Celebrity,Actor,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vicky entwistle,,154.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1968-09-15', 'deathDate': None}"
vicky jeudy,,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vicky kaushal,,183.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1988-05-16', 'deathDate': None}"
vicky krieps,,175.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-10-04', 'deathDate': None}"
vicky mcclure,,162.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vicky pattison,,165.0,Celebrity,star,reality,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
victor french,,185.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
victor garber,m,184.0,Celebrity,Actor,movie,"{'net_worth': 5000000.0, 'gender': 'm', 'nationality': 'ca', 'birthday': '1949-03-16', 'age': 74.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victor jory,,183.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
victor mature,,187.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1913-01-29', 'deathDate': '1999-08-04'}"
victor mclaglen,,191.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1886-12-10', 'deathDate': '1959-11-07'}"
victor rasuk,m,168.0,Celebrity,Actor,movie,"{'net_worth': 2000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1984-01-15', 'age': 39.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victor webster,m,193.0,Celebrity,Actor,tv,"{'net_worth': 3000000.0, 'gender': 'm', 'nationality': None, 'birthday': '1981-01-10', 'age': 42.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victor williams,m,197.0,Celebrity,Actor,tv,"{'net_worth': 2000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1970-09-19', 'age': 52.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victor wong,,157.0,Celebrity,movies,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria atkin,,168.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria azarenka,f,180.0,Celebrity,Tennis Player,,"{'net_worth': 20000000.0, 'gender': 'f', 'nationality': 'by', 'birthday': '1989-07-31', 'age': 33.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria beckham,f,163.0,Celebrity,singer,pop,"{'net_worth': 450000000.0, 'gender': 'f', 'nationality': 'gb', 'birthday': '1974-04-17', 'age': 49.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria cartagena,,165.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1977-03-31', 'deathDate': None}"
victoria derbyshire,,169.0,Celebrity,show,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1968-10-02', 'deathDate': None}"
victoria diamond,,165.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria dillard,,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1967-09-20', 'deathDate': None}"
victoria ekanoye,,170.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-12-11', 'deathDate': None}"
victoria hamilton,,163.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria jackson,f,168.0,Celebrity,comedian,,"{'net_worth': 500000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1959-08-02', 'age': 63.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria justice,f,165.0,Celebrity,Actress,tv,"{'net_worth': 10000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1993-02-19', 'age': 30.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria konefal,,166.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-10-29', 'deathDate': None}"
victoria moroles,,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-09-04', 'deathDate': None}"
victoria pedretti,,171.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1995-03-23', 'deathDate': None}"
victoria pendleton,,173.0,Celebrity,cyclist,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1980-09-24', 'deathDate': None}"
victoria pratt,f,178.0,Celebrity,Actress,tv,"{'net_worth': 5000000.0, 'gender': 'f', 'nationality': 'ca', 'birthday': '1970-12-18', 'age': 52.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria principal,f,187.0,Celebrity,Actress,soap,"{'net_worth': 350000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1950-01-03', 'age': 73.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria rowell,f,166.0,Celebrity,Actress,soap,"{'net_worth': 2000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1959-05-10', 'age': 64.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria silvstedt,f,179.0,Celebrity,model,,"{'net_worth': 15000000.0, 'gender': 'f', 'nationality': 'se', 'birthday': '1974-09-19', 'age': 48.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
victoria smurfit,,171.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1974-03-31', 'deathDate': None}"
victoria vetri,,165.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1944-09-26', 'deathDate': None}"
victoria wood,f,165.0,Celebrity,comedian,,"{'net_worth': 12000000.0, 'gender': 'f', 'nationality': 'gb', 'birthday': '1953-05-19', 'age': 62.0, 'is_alive': 0.0, 'death': '2016-04-20', 'birthDate': None, 'deathDate': None}"
victoria yeates,,159.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-04-19', 'deathDate': None}"
vida guerra,f,157.0,Celebrity,model,,"{'net_worth': 750000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1974-03-19', 'age': 49.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vidya balan,f,160.0,Celebrity,Actress,movie,"{'net_worth': 15000000.0, 'gender': 'f', 'nationality': 'in', 'birthday': '1978-01-01', 'age': 45.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vidya sinha,,163.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1947-11-15', 'deathDate': '2019-08-15'}"
vidyut jammwal,,175.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1980-12-10', 'deathDate': None}"
viggo mortensen,m,180.0,Celebrity,Actor,movie,"{'net_worth': 40000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1958-10-20', 'age': 64.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vijay antony,,191.0,Celebrity,composer,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1975-07-24', 'deathDate': None}"
vijay deverakonda,,175.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1989-05-09', 'deathDate': None}"
vijay raaz,m,183.0,Celebrity,Actor,,"{'net_worth': 40000000.0, 'gender': 'm', 'nationality': 'in', 'birthday': '1963-11-30', 'age': 59.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vijay sethupathi,,175.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1978-01-16', 'deathDate': None}"
vijay varma,,180.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1986-03-29', 'deathDate': None}"
ville valo,m,184.0,Celebrity,singer,rock,"{'net_worth': 12000000.0, 'gender': 'm', 'nationality': 'fi', 'birthday': '1976-11-22', 'age': 46.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vin diesel,m,182.0,Celebrity,Actor,movie,"{'net_worth': 225000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1967-07-18', 'age': 55.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vince mcmahon,m,187.0,Celebrity,executive,sports,"{'net_worth': 1600000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1945-08-24', 'age': 77.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vince vaughn,m,196.0,Celebrity,Actor,movie,"{'net_worth': 70000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1970-03-28', 'age': 53.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vincent cassel,m,187.0,Celebrity,Actor,movie,"{'net_worth': 40000000.0, 'gender': 'm', 'nationality': 'fr', 'birthday': '1966-11-23', 'age': 56.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vincent d'onofrio,m,192.0,Celebrity,Actor,tv,"{'net_worth': 14000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1959-06-30', 'age': 64.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vincent gallo,m,177.0,Celebrity,director,,"{'net_worth': 8000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1961-04-11', 'age': 62.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vincent kartheiser,m,174.0,Celebrity,Actor,tv,"{'net_worth': 6000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1979-05-05', 'age': 44.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vincent pastore,m,178.0,Celebrity,Actor,tv,"{'net_worth': 6000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1946-07-14', 'age': 76.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vincent price,m,169.0,Celebrity,Actor,movie,"{'net_worth': 5000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1911-05-27', 'age': 82.0, 'is_alive': 0.0, 'death': '1993-10-25', 'birthDate': None, 'deathDate': None}"
vinessa shaw,f,168.0,Celebrity,Actress,movie,"{'net_worth': 500000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1976-07-19', 'age': 46.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
ving rhames,m,180.0,Celebrity,Actor,movie,"{'net_worth': 16000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1959-05-12', 'age': 64.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vinnie jones,m,185.0,Celebrity,Actor,movie,"{'net_worth': 10000000.0, 'gender': 'm', 'nationality': 'gb', 'birthday': '1965-01-05', 'age': 58.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vinny guadagnino,m,172.0,Celebrity,star,reality,"{'net_worth': 3000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1987-11-11', 'age': 35.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vinícius júnior,,175.0,Celebrity,Soccer,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '2000-07-12', 'deathDate': None}"
viola davis,f,168.0,Celebrity,Actress,movie,"{'net_worth': 25000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1965-08-11', 'age': 57.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
virginia madsen,f,164.0,Celebrity,Actress,movie,"{'net_worth': 8000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1961-09-11', 'age': 61.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
