name,gender,occupation,height,details
Bernard Bresslaw,male,"{""Actor"", "" Soundtrack""}",200.0,"{""net_worth"": 0.0, ""birthday"": ""1934-02-25"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1993-06-11""}"
Bernard Cribbins,male,"{""Actor"", "" Director"", "" Writer""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1928-12-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2022-07-27""}"
Bernard Curry,male,"{""Actor"", "" Writer"", "" Composer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1974-03-27"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bernie Sanders,male,"{""Actor"", "" Additional Crew"", "" Soundtrack""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1941-09-08"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bert Convy,male,"{""Actor"", "" Producer"", "" Director""}",185.0,"{""net_worth"": 0.0, ""birthday"": ""1933-07-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1991-07-15""}"
Berta V�zquez,female,"{""Actress""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1992-03-28"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bertie Carvel,male,"{""Actor""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1977-09-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bessie Carter,female,"{""Actress"", "" Soundtrack""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1993-10-25"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bess Armstrong,female,"{""Actress""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1953-12-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beth Dover,female,"{""Actress"", "" Writer""}",170.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bessie Love,female,"{""Actress"", "" Script and Continuity Department"", "" Writer""}",152.0,"{""net_worth"": 0.0, ""birthday"": ""1898-09-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1986-04-26""}"
Beth Littleford,female,"{""Actress""}",174.0,"{""net_worth"": 0.0, ""birthday"": ""1968-07-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beth Orton,female,"{""Actress"", "" Music Department"", "" Composer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1970-12-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beth Toussaint,female,"{""Actress""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1962-09-25"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bethany Anne Lind,female,"{""Actress""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1982-08-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bethany Mota,female,"{""Actress"", "" Producer""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1995-11-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Betsy Blair,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1923-12-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2009-03-13""}"
Betsy Palmer,female,"{""Actress"", "" Additional Crew"", "" Soundtrack""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1926-11-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2015-05-29""}"
Betty Compson,female,"{""Actress"", "" Soundtrack""}",159.0,"{""net_worth"": 0.0, ""birthday"": ""1897-03-19"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1974-04-18""}"
Betty Gabriel,female,"{""Actress""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1981-01-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Betty Gilpin,female,"{""Actress"", "" Producer"", "" Soundtrack""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1986-07-21"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Betty Grable,female,"{""Actress"", "" Soundtrack""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1916-12-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1973-07-02""}"
Betty Who,female,"{""Actress"", "" Soundtrack""}",188.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beulah Bondi,female,"{""Actress"", "" Soundtrack""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1889-05-03"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1981-01-11""}"
Beulah Quo,female,"{""Actress"", "" Additional Crew""}",160.0,"{""net_worth"": 0.0, ""birthday"": ""1923-04-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2002-10-23""}"
Beverley Callard,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1957-03-28"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beverly Archer,female,"{""Actress"", "" Writer""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1948-07-19"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bharath Srinivasan,male,"{""Actor""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1984-07-21"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bhavna Limbachia,female,"{""Actress"", "" Costume and Wardrobe Department""}",160.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bhoomika Chawla,female,"{""Actress"", "" Additional Crew""}",160.0,"{""net_worth"": 0.0, ""birthday"": ""1978-08-21"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bianca Allaine,female,"{""Actress"", "" Producer"", "" Writer""}",177.0,"{""net_worth"": 0.0, ""birthday"": ""1979-08-26"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bhumi Pednekar,female,"{""Actress""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1989-07-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bianca Balti,female,"{""Actress""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1984-03-19"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bianca Desai,female,"{""Actress"", "" Writer""}",173.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bidita Bag,female,"{""Actress""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1991-09-30"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bibi Andersson,female,"{""Actress"", "" Soundtrack""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1935-11-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2019-04-14""}"
Biff Byford,male,"{""Actor"", "" Composer"", "" Producer""}",185.0,"{""net_worth"": 0.0, ""birthday"": ""1951-01-05"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Big K.R.I.T.,male,"{""Actor"", "" Composer"", "" Music Department""}",182.0,"{""net_worth"": 0.0, ""birthday"": ""1986-08-26"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bill Brochtrup,male,"{""Actor"", "" Producer""}",187.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bill Oddie,male,"{""Writer"", "" Actor"", "" Composer""}",161.0,"{""net_worth"": 0.0, ""birthday"": ""1941-07-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Billie Dove,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1903-05-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1997-12-31""}"
Billie Burke,female,"{""Actress"", "" Soundtrack""}",159.0,"{""net_worth"": 0.0, ""birthday"": ""1884-08-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1970-05-14""}"
Bill Treacher,male,"{""Actor"", "" Soundtrack""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1930-06-04"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2022-11-05""}"
Billie Eilish,female,"{""Music Artist"", "" Composer"", "" Actress""}",161.0,"{""net_worth"": 0.0, ""birthday"": ""2001-12-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Billie Lourd,female,"{""Actress"", "" Producer"", "" Soundtrack""}",155.0,"{""net_worth"": 0.0, ""birthday"": ""1992-07-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Billie Whitelaw,female,"{""Actress"", "" Additional Crew"", "" Soundtrack""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1932-06-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2014-12-21""}"
Billy Barty,male,"{""Actor"", "" Director"", "" Additional Crew""}",114.0,"{""net_worth"": 0.0, ""birthday"": ""1924-10-25"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2000-12-23""}"
Billy Eichner,male,"{""Actor"", "" Writer"", "" Producer""}",191.0,"{""net_worth"": 0.0, ""birthday"": ""1978-09-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Billy Hartman,male,"{""Actor""}",178.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Billy Magnussen,male,"{""Actor"", "" Producer"", "" Writer""}",179.0,"{""net_worth"": 0.0, ""birthday"": ""1985-04-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Billy Warlock,male,"{""Actor"", "" Stunts""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1961-03-26"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bingbing Fan,female,"{""Actress"", "" Music Department"", "" Producer""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1981-09-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bing Russell,male,"{""Actor"", "" Writer""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1926-05-05"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2003-04-08""}"
Bitty Schram,female,"{""Actress""}",164.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bishop Briggs,female,"{""Actress"", "" Composer"", "" Soundtrack""}",171.0,"{""net_worth"": 0.0, ""birthday"": ""1992-07-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blac Chyna,female,"{""Actress"", "" Producer"", "" Writer""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1988-05-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blair Fowler,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1993-04-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blair Redford,male,"{""Actor"", "" Producer""}",180.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blake Ritson,male,"{""Actor"", "" Director"", "" Writer""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1978-01-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blanca Blanco,female,"{""Actress"", "" Producer"", "" Writer""}",175.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blake Bashoff,male,"{""Actor""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1981-05-30"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blanca Su�rez,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1988-10-21"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blanche Baker,female,"{""Actress"", "" Writer"", "" Producer""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1956-12-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blaze Bayley,male,"{""Actor"", "" Composer"", "" Writer""}",166.0,"{""net_worth"": 0.0, ""birthday"": ""1963-05-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Blu Hunt,female,"{""Actress"", "" Second Unit Director or Assistant Director""}",152.0,"{""net_worth"": 0.0, ""birthday"": ""1995-07-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bob Denver,male,"{""Actor"", "" Soundtrack""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1935-01-09"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2005-09-02""}"
Bob Monkhouse,male,"{""Writer"", "" Actor"", "" Music Department""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1928-06-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2003-12-29""}"
Bob Morley,male,"{""Actor"", "" Director"", "" Soundtrack""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1984-12-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bob Sinclar,male,"{""Composer"", "" Actor"", "" Director""}",173.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bob Mortimer,male,"{""Actor"", "" Writer"", "" Composer""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1959-05-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bobbie Eakes,female,"{""Actress"", "" Soundtrack""}",162.0,"{""net_worth"": 0.0, ""birthday"": ""1961-07-25"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bobby Campo,male,"{""Actor""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1983-03-09"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bobby Lockwood,male,"{""Actor"", "" Producer""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1993-05-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bojana Novakovic,female,"{""Actress"", "" Director"", "" Writer""}",161.0,"{""net_worth"": 0.0, ""birthday"": ""1981-07-12"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bodie Olmos,male,"{""Actor"", "" Additional Crew"", "" Executive""}",172.0,"{""net_worth"": 0.0, ""birthday"": ""1975-08-27"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bonita Granville,female,"{""Producer"", "" Actress"", "" Director""}",152.0,"{""net_worth"": 0.0, ""birthday"": ""1923-02-02"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1988-10-11""}"
Bonita Friedericy,female,"{""Actress"", "" Writer"", "" Producer""}",160.0,"{""net_worth"": 0.0, ""birthday"": ""1961-10-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bonnie Aarons,female,"{""Actress"", "" Writer"", "" Producer""}",172.0,"{""net_worth"": 0.0, ""birthday"": ""1960-09-09"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bonnie Bartlett,female,"{""Actress"", "" Soundtrack""}",172.0,"{""net_worth"": 0.0, ""birthday"": ""1929-06-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bonnie Langford,female,"{""Actress"", "" Soundtrack""}",155.0,"{""net_worth"": 0.0, ""birthday"": ""1964-07-22"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bonnie Sveen,female,"{""Actress""}",163.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Boris McGiver,male,"{""Actor""}",185.0,"{""net_worth"": 0.0, ""birthday"": ""1962-01-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Boyd Holbrook,male,"{""Actor"", "" Producer"", "" Writer""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1981-09-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Boti Bliss,female,"{""Actress""}",169.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brad Greenquist,male,"{""Actor"", "" Casting Director"", "" Producer""}",189.0,"{""net_worth"": 0.0, ""birthday"": ""1959-10-08"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brad Kavanagh,male,"{""Actor"", "" Soundtrack""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1992-08-21"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bradley Beal,male,"{""Actor""}",191.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bradford Dillman,male,"{""Actor""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1930-04-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2018-01-16""}"
Bradley Gregg,male,"{""Actor"", "" Producer"", "" Editor""}",174.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bradley McIntosh,male,"{""Actor"", "" Composer"", "" Soundtrack""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1981-08-08"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brady Corbet,male,"{""Actor"", "" Director"", "" Writer""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1988-08-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brahim Takioullah,male,"{""Actor""}",246.0,"{""net_worth"": 0.0, ""birthday"": ""1982-01-26"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brandon Call,male,"{""Actor""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1976-11-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brandon Flynn,male,"{""Actor"", "" Producer""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1993-10-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brandon Larracuente,male,"{""Actor"", "" Director"", "" Producer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1994-11-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brandon Sklenar,male,"{""Actor""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1990-06-26"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brandon Mychal Smith,male,"{""Actor"", "" Music Department"", "" Writer""}",185.0,"{""net_worth"": 0.0, ""birthday"": ""1989-05-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brandy Ledford,female,"{""Actress"", "" Producer""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1969-02-04"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bre Blair,female,"{""Actress"", "" Producer""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1980-04-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Breanna Stewart,female,"{""Actress""}",193.0,"{""net_worth"": 0.0, ""birthday"": ""1994-08-27"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brea Grant,female,"{""Actress"", "" Writer"", "" Producer""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1981-10-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brec Bassinger,female,"{""Actress"", "" Producer"", "" Soundtrack""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1999-05-25"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Breanne Hill,female,"{""Actress"", "" Producer"", "" Executive""}",165.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bree Condon,female,"{""Actress""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1986-03-03"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bren Foster,male,"{""Actor"", "" Producer"", "" Director""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1976-11-02"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Breeda Wool,female,"{""Actress"", "" Producer"", "" Writer""}",180.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brenda Bakke,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1963-05-15"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brenda Epperson,female,"{""Actress"", "" Producer"", "" Composer""}",174.0,"{""net_worth"": 0.0, ""birthday"": ""1965-09-09"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brenda Fricker,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1945-02-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brendan Cowell,male,"{""Actor"", "" Writer"", "" Director""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1976-08-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brendan Fehr,male,"{""Actor"", "" Director"", "" Producer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1977-10-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brendan Patricks,male,"{""Actor""}",183.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brenna D&apos;Amico,female,"{""Actress"", "" Soundtrack""}",160.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brennan Clost,male,"{""Actor"", "" Writer"", "" Stunts""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1994-10-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brenton Thwaites,male,"{""Actor"", "" Director"", "" Producer""}",182.0,"{""net_worth"": 0.0, ""birthday"": ""1989-08-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bresha Webb,female,"{""Actress"", "" Director"", "" Soundtrack""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1984-05-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brennan Elliott,male,"{""Actor"", "" Producer"", "" Soundtrack""}",179.0,"{""net_worth"": 0.0, ""birthday"": ""1975-03-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brett Dalton,male,"{""Actor""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1983-01-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brett Dier,male,"{""Actor"", "" Soundtrack""}",184.0,"{""net_worth"": 0.0, ""birthday"": ""1990-02-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brett Eldredge,male,"{""Music Artist"", "" Actor"", "" Composer""}",194.0,"{""net_worth"": 0.0, ""birthday"": ""1986-03-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brett Gelman,male,"{""Actor"", "" Writer"", "" Producer""}",185.0,"{""net_worth"": 0.0, ""birthday"": ""1976-10-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bria Vinaite,female,"{""Actress"", "" Writer"", "" Soundtrack""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1993-06-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brian Brushwood,male,"{""Writer"", "" Producer"", "" Additional Crew""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brian Donlevy,male,"{""Actor"", "" Producer"", "" Soundtrack""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1901-02-09"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1972-04-05""}"
Brian Doyle-Murray,male,"{""Actor"", "" Writer"", "" Music Department""}",174.0,"{""net_worth"": 0.0, ""birthday"": ""1945-10-31"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brian Limond,male,"{""Actor"", "" Writer"", "" Director""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1974-10-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brian Tyree Henry,male,"{""Actor"", "" Producer"", "" Additional Crew""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1982-03-31"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brian Tee,male,"{""Actor"", "" Writer"", "" Producer""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1977-03-15"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brian Tochi,male,"{""Actor"", "" Producer"", "" Director""}",173.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Brian Van Holt,male,"{""Actor"", "" Director""}",187.0,"{""net_worth"": 0.0, ""birthday"": ""1969-07-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
